"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n"
"Far Rockaway","Far Rockaway",18,-73.7448437,40.5998931,-73.7448437,40.5998931,20450
"Far Rockaway","Far Rockaway",20,-73.7448437,40.5998931,-73.7448437,40.5998931,18540
"Far Rockaway","Far Rockaway",22,-73.7448437,40.5998931,-73.7448437,40.5998931,17770
"Far Rockaway","Far Rockaway",14,-73.7448437,40.5998931,-73.7448437,40.5998931,17340
"Garment District","Midtown Center",6,-73.9916342,40.7547072,-73.9784137,40.7553676,17330
"Far Rockaway","Far Rockaway",12,-73.7448437,40.5998931,-73.7448437,40.5998931,16600
"Far Rockaway","Far Rockaway",16,-73.7448437,40.5998931,-73.7448437,40.5998931,16230
"Far Rockaway","Far Rockaway",10,-73.7448437,40.5998931,-73.7448437,40.5998931,14510
"Far Rockaway","Far Rockaway",8,-73.7448437,40.5998931,-73.7448437,40.5998931,13620
"Lincoln Square East","Upper West Side North",18,-73.9844722,40.773828,-73.9753676,40.7870106,13090
"Upper East Side North","Yorkville East",18,-73.9565551,40.7735649,-73.9492079,40.7762231,12790
"Upper East Side North","Yorkville East",14,-73.9565551,40.7735649,-73.9492079,40.7762231,12560
"Upper East Side North","Upper East Side North",14,-73.9565551,40.7735649,-73.9565551,40.7735649,12070
"Garment District","Times Sq/Theatre District",6,-73.9916342,40.7547072,-73.9841274,40.7592686,11830
"Upper East Side North","Yorkville East",16,-73.9565551,40.7735649,-73.9492079,40.7762231,11570
"Upper East Side North","Upper East Side North",12,-73.9565551,40.7735649,-73.9565551,40.7735649,11520
"Far Rockaway","Far Rockaway",0,-73.7448437,40.5998931,-73.7448437,40.5998931,11450
"Yorkville East","Upper East Side North",10,-73.9492079,40.7762231,-73.9565551,40.7735649,11170
"Lincoln Square East","Upper West Side North",16,-73.9844722,40.773828,-73.9753676,40.7870106,10880
"Yorkville East","Upper East Side North",14,-73.9492079,40.7762231,-73.9565551,40.7735649,10850
"Yorkville East","Upper East Side North",18,-73.9492079,40.7762231,-73.9565551,40.7735649,10840
"Lincoln Square East","Upper West Side North",14,-73.9844722,40.773828,-73.9753676,40.7870106,10790
"Lenox Hill East","Upper East Side North",18,-73.9602312,40.7662315,-73.9565551,40.7735649,10710
"Yorkville East","Upper East Side North",12,-73.9492079,40.7762231,-73.9565551,40.7735649,10570
"Upper East Side North","Upper East Side North",18,-73.9565551,40.7735649,-73.9565551,40.7735649,10530
"Upper East Side North","Lenox Hill East",14,-73.9565551,40.7735649,-73.9602312,40.7662315,10490
"Upper East Side North","Upper East Side North",16,-73.9565551,40.7735649,-73.9565551,40.7735649,10470
"Lincoln Square East","Lincoln Square East",18,-73.9844722,40.773828,-73.9844722,40.773828,10330
"Upper East Side North","Upper East Side North",10,-73.9565551,40.7735649,-73.9565551,40.7735649,10210
"Yorkville East","Upper East Side North",16,-73.9492079,40.7762231,-73.9565551,40.7735649,10150
"Upper West Side North","Lincoln Square East",18,-73.9753676,40.7870106,-73.9844722,40.773828,10110
"Lenox Hill East","Upper East Side North",14,-73.9602312,40.7662315,-73.9565551,40.7735649,10000
"Lincoln Square East","Upper West Side North",12,-73.9844722,40.773828,-73.9753676,40.7870106,10000
"Upper East Side North","Lenox Hill East",12,-73.9565551,40.7735649,-73.9602312,40.7662315,9860
"Upper East Side North","Yorkville East",12,-73.9565551,40.7735649,-73.9492079,40.7762231,9830
"Lenox Hill East","Upper East Side North",16,-73.9602312,40.7662315,-73.9565551,40.7735649,9820
"Garment District","Midtown Center",8,-73.9916342,40.7547072,-73.9784137,40.7553676,9810
"Lincoln Square East","Upper West Side North",20,-73.9844722,40.773828,-73.9753676,40.7870106,9680
"Upper West Side North","Lincoln Square East",14,-73.9753676,40.7870106,-73.9844722,40.773828,9670
"Garment District","Times Sq/Theatre District",12,-73.9916342,40.7547072,-73.9841274,40.7592686,9500
"Far Rockaway","Far Rockaway",6,-73.7448437,40.5998931,-73.7448437,40.5998931,9450
"Yorkville East","Upper East Side North",8,-73.9492079,40.7762231,-73.9565551,40.7735649,9410
"Lenox Hill East","Upper East Side North",10,-73.9602312,40.7662315,-73.9565551,40.7735649,9230
"Upper West Side North","Lincoln Square East",12,-73.9753676,40.7870106,-73.9844722,40.773828,9180
"Lenox Hill East","Upper East Side North",12,-73.9602312,40.7662315,-73.9565551,40.7735649,9160
"Upper East Side North","Yorkville East",20,-73.9565551,40.7735649,-73.9492079,40.7762231,9150
"Upper East Side North","Lenox Hill East",10,-73.9565551,40.7735649,-73.9602312,40.7662315,9080
"Upper West Side North","Lincoln Square East",16,-73.9753676,40.7870106,-73.9844722,40.773828,9050
"Upper East Side North","Lenox Hill East",16,-73.9565551,40.7735649,-73.9602312,40.7662315,9000
"Upper East Side North","Midtown Center",8,-73.9565551,40.7735649,-73.9784137,40.7553676,8970
"Yorkville East","Yorkville East",18,-73.9492079,40.7762231,-73.9492079,40.7762231,8860
"Upper East Side North","Upper East Side North",8,-73.9565551,40.7735649,-73.9565551,40.7735649,8790
"Lenox Hill East","Upper East Side North",8,-73.9602312,40.7662315,-73.9565551,40.7735649,8750
"Upper East Side North","Lenox Hill East",18,-73.9565551,40.7735649,-73.9602312,40.7662315,8710
"Times Sq/Theatre District","Lincoln Square East",18,-73.9841274,40.7592686,-73.9844722,40.773828,8590
"Lincoln Square East","Lincoln Square East",14,-73.9844722,40.773828,-73.9844722,40.773828,8580
"Garment District","Times Sq/Theatre District",10,-73.9916342,40.7547072,-73.9841274,40.7592686,8550
"Lincoln Square East","Lincoln Square East",16,-73.9844722,40.773828,-73.9844722,40.773828,8540
"Yorkville East","Yorkville East",16,-73.9492079,40.7762231,-73.9492079,40.7762231,8530
"Upper West Side North","Upper West Side North",14,-73.9753676,40.7870106,-73.9753676,40.7870106,8480
"Upper West Side North","Upper West Side North",18,-73.9753676,40.7870106,-73.9753676,40.7870106,8480
"Lenox Hill East","Midtown Center",8,-73.9602312,40.7662315,-73.9784137,40.7553676,8470
"Upper East Side North","Yorkville East",10,-73.9565551,40.7735649,-73.9492079,40.7762231,8330
"Upper West Side North","Upper West Side North",16,-73.9753676,40.7870106,-73.9753676,40.7870106,8290
"Lincoln Square East","Lincoln Square East",12,-73.9844722,40.773828,-73.9844722,40.773828,8280
"Lenox Hill East","Yorkville East",18,-73.9602312,40.7662315,-73.9492079,40.7762231,8250
"Yorkville East","Yorkville East",14,-73.9492079,40.7762231,-73.9492079,40.7762231,8250
"Upper West Side North","Lincoln Square East",10,-73.9753676,40.7870106,-73.9844722,40.773828,8230
"Lincoln Square East","Upper West Side North",10,-73.9844722,40.773828,-73.9753676,40.7870106,8160
"Garment District","Times Sq/Theatre District",18,-73.9916342,40.7547072,-73.9841274,40.7592686,8090
"Garment District","Midtown Center",10,-73.9916342,40.7547072,-73.9784137,40.7553676,8020
"Garment District","Times Sq/Theatre District",14,-73.9916342,40.7547072,-73.9841274,40.7592686,8000
"Garment District","Times Sq/Theatre District",8,-73.9916342,40.7547072,-73.9841274,40.7592686,7750
"Midtown Center","Garment District",14,-73.9784137,40.7553676,-73.9916342,40.7547072,7670
"Upper East Side North","Midtown Center",6,-73.9565551,40.7735649,-73.9784137,40.7553676,7650
"Times Sq/Theatre District","Garment District",10,-73.9841274,40.7592686,-73.9916342,40.7547072,7640
"Yorkville East","Yorkville East",12,-73.9492079,40.7762231,-73.9492079,40.7762231,7610
"Lincoln Square East","Lincoln Square East",10,-73.9844722,40.773828,-73.9844722,40.773828,7470
"Lenox Hill East","Yorkville East",16,-73.9602312,40.7662315,-73.9492079,40.7762231,7450
"Central Park","Upper East Side North",14,-73.9741874,40.7711329,-73.9565551,40.7735649,7420
"Lincoln Square East","Lincoln Square East",20,-73.9844722,40.773828,-73.9844722,40.773828,7410
"Central Park","Upper East Side North",18,-73.9741874,40.7711329,-73.9565551,40.7735649,7370
"Times Sq/Theatre District","Garment District",12,-73.9841274,40.7592686,-73.9916342,40.7547072,7350
"Upper East Side North","Yorkville East",8,-73.9565551,40.7735649,-73.9492079,40.7762231,7210
"Central Park","Upper East Side North",12,-73.9741874,40.7711329,-73.9565551,40.7735649,7180
"Upper West Side North","Upper West Side North",12,-73.9753676,40.7870106,-73.9753676,40.7870106,7160
"Times Sq/Theatre District","Garment District",18,-73.9841274,40.7592686,-73.9916342,40.7547072,7130
"Upper West Side North","Upper West Side North",10,-73.9753676,40.7870106,-73.9753676,40.7870106,7010
"Upper East Side North","Upper East Side North",20,-73.9565551,40.7735649,-73.9565551,40.7735649,6980
"Yorkville East","Yorkville East",10,-73.9492079,40.7762231,-73.9492079,40.7762231,6980
"Times Sq/Theatre District","Garment District",8,-73.9841274,40.7592686,-73.9916342,40.7547072,6960
"Times Sq/Theatre District","Garment District",14,-73.9841274,40.7592686,-73.9916342,40.7547072,6930
"Upper West Side North","Lincoln Square East",8,-73.9753676,40.7870106,-73.9844722,40.773828,6820
"Upper East Side North","Central Park",12,-73.9565551,40.7735649,-73.9741874,40.7711329,6810
"Upper East Side North","Lenox Hill East",8,-73.9565551,40.7735649,-73.9602312,40.7662315,6780
"Yorkville East","Lenox Hill East",14,-73.9492079,40.7762231,-73.9602312,40.7662315,6780
"Times Sq/Theatre District","Garment District",20,-73.9841274,40.7592686,-73.9916342,40.7547072,6710
"Lenox Hill East","Yorkville East",14,-73.9602312,40.7662315,-73.9492079,40.7762231,6690
"Garment District","Times Sq/Theatre District",16,-73.9916342,40.7547072,-73.9841274,40.7592686,6670
"Midtown Center","Garment District",10,-73.9784137,40.7553676,-73.9916342,40.7547072,6660
"Upper West Side North","Bloomingdale",18,-73.9753676,40.7870106,-73.9697795,40.7988958,6650
"Upper East Side North","Upper West Side North",14,-73.9565551,40.7735649,-73.9753676,40.7870106,6640
"Midtown Center","Garment District",12,-73.9784137,40.7553676,-73.9916342,40.7547072,6630
"Upper East Side North","Upper West Side North",18,-73.9565551,40.7735649,-73.9753676,40.7870106,6550
"Bloomingdale","Upper West Side North",18,-73.9697795,40.7988958,-73.9753676,40.7870106,6540
"Yorkville East","Lenox Hill East",10,-73.9492079,40.7762231,-73.9602312,40.7662315,6450
"Times Sq/Theatre District","Lincoln Square East",20,-73.9841274,40.7592686,-73.9844722,40.773828,6440
"Lenox Hill East","Midtown Center",6,-73.9602312,40.7662315,-73.9784137,40.7553676,6430
"Lenox Hill East","Midtown East",8,-73.9602312,40.7662315,-73.9668408,40.7540369,6430
"Midtown Center","Garment District",18,-73.9784137,40.7553676,-73.9916342,40.7547072,6330
"Garment District","Midtown Center",12,-73.9916342,40.7547072,-73.9784137,40.7553676,6320
"Lenox Hill East","Yorkville East",20,-73.9602312,40.7662315,-73.9492079,40.7762231,6270
"Lenox Hill East","Lenox Hill East",12,-73.9602312,40.7662315,-73.9602312,40.7662315,6230
"Times Sq/Theatre District","Garment District",16,-73.9841274,40.7592686,-73.9916342,40.7547072,6210
"Lincoln Square East","Upper West Side North",22,-73.9844722,40.773828,-73.9753676,40.7870106,6200
"Lenox Hill East","Lenox Hill East",10,-73.9602312,40.7662315,-73.9602312,40.7662315,6170
"Lenox Hill East","Lenox Hill East",14,-73.9602312,40.7662315,-73.9602312,40.7662315,6150
"Upper East Side North","Upper West Side North",16,-73.9565551,40.7735649,-73.9753676,40.7870106,6140
"Upper West Side North","Lincoln Square East",20,-73.9753676,40.7870106,-73.9844722,40.773828,6140
"Yorkville East","Upper East Side North",20,-73.9492079,40.7762231,-73.9565551,40.7735649,6130
"Upper West Side North","Bloomingdale",16,-73.9753676,40.7870106,-73.9697795,40.7988958,6090
"Times Sq/Theatre District","Times Sq/Theatre District",18,-73.9841274,40.7592686,-73.9841274,40.7592686,6070
"Yorkville East","Yorkville East",20,-73.9492079,40.7762231,-73.9492079,40.7762231,6040
"Midtown Center","Upper East Side North",18,-73.9784137,40.7553676,-73.9565551,40.7735649,6020
"Upper East Side North","Midtown East",8,-73.9565551,40.7735649,-73.9668408,40.7540369,6010
"Lenox Hill East","Lenox Hill East",8,-73.9602312,40.7662315,-73.9602312,40.7662315,6000
"Lenox Hill East","Lenox Hill East",18,-73.9602312,40.7662315,-73.9602312,40.7662315,5970
"Central Park","Upper East Side North",16,-73.9741874,40.7711329,-73.9565551,40.7735649,5960
"Garment District","Garment District",8,-73.9916342,40.7547072,-73.9916342,40.7547072,5940
"Far Rockaway","Far Rockaway",2,-73.7448437,40.5998931,-73.7448437,40.5998931,5930
"Yorkville East","Lenox Hill East",12,-73.9492079,40.7762231,-73.9602312,40.7662315,5930
"Upper East Side North","Central Park",8,-73.9565551,40.7735649,-73.9741874,40.7711329,5880
"Upper East Side North","Central Park",14,-73.9565551,40.7735649,-73.9741874,40.7711329,5880
"Lenox Hill East","Upper East Side North",20,-73.9602312,40.7662315,-73.9565551,40.7735649,5870
"Midtown Center","Garment District",20,-73.9784137,40.7553676,-73.9916342,40.7547072,5870
"Times Sq/Theatre District","Garment District",22,-73.9841274,40.7592686,-73.9916342,40.7547072,5870
"Yorkville East","Lenox Hill East",18,-73.9492079,40.7762231,-73.9602312,40.7662315,5850
"Lincoln Square East","Midtown Center",8,-73.9844722,40.773828,-73.9784137,40.7553676,5800
"Times Sq/Theatre District","Lincoln Square East",16,-73.9841274,40.7592686,-73.9844722,40.773828,5800
"Yorkville East","Midtown Center",6,-73.9492079,40.7762231,-73.9784137,40.7553676,5750
"Upper East Side North","Central Park",10,-73.9565551,40.7735649,-73.9741874,40.7711329,5730
"Yorkville East","Lenox Hill East",16,-73.9492079,40.7762231,-73.9602312,40.7662315,5720
"Bloomingdale","Upper West Side North",16,-73.9697795,40.7988958,-73.9753676,40.7870106,5700
"Central Park","Midtown Center",12,-73.9741874,40.7711329,-73.9784137,40.7553676,5690
"Midtown Center","Midtown Center",12,-73.9784137,40.7553676,-73.9784137,40.7553676,5680
"Upper West Side North","Upper East Side North",14,-73.9753676,40.7870106,-73.9565551,40.7735649,5670
"Upper East Side North","Yorkville East",22,-73.9565551,40.7735649,-73.9492079,40.7762231,5620
"Bloomingdale","Upper West Side North",10,-73.9697795,40.7988958,-73.9753676,40.7870106,5610
"Yorkville East","Upper East Side North",6,-73.9492079,40.7762231,-73.9565551,40.7735649,5610
"Lincoln Square East","Clinton East",18,-73.9844722,40.773828,-73.9918181,40.7637581,5600
"Times Sq/Theatre District","Lincoln Square East",22,-73.9841274,40.7592686,-73.9844722,40.773828,5600
"Upper West Side North","Bloomingdale",14,-73.9753676,40.7870106,-73.9697795,40.7988958,5590
"Lenox Hill East","Yorkville East",12,-73.9602312,40.7662315,-73.9492079,40.7762231,5570
"Upper East Side North","Lenox Hill East",20,-73.9565551,40.7735649,-73.9602312,40.7662315,5570
"Upper West Side North","Upper East Side North",12,-73.9753676,40.7870106,-73.9565551,40.7735649,5570
"Garment District","Times Sq/Theatre District",20,-73.9916342,40.7547072,-73.9841274,40.7592686,5550
"Midtown Center","Garment District",16,-73.9784137,40.7553676,-73.9916342,40.7547072,5510
"Garment District","Midtown Center",14,-73.9916342,40.7547072,-73.9784137,40.7553676,5490
"Upper East Side North","Midtown Center",10,-73.9565551,40.7735649,-73.9784137,40.7553676,5490
"Central Park","Lincoln Square East",18,-73.9741874,40.7711329,-73.9844722,40.773828,5480
"Upper West Side North","Upper East Side North",10,-73.9753676,40.7870106,-73.9565551,40.7735649,5460
"Upper West Side North","Upper West Side North",20,-73.9753676,40.7870106,-73.9753676,40.7870106,5460
"Lincoln Square East","Times Sq/Theatre District",18,-73.9844722,40.773828,-73.9841274,40.7592686,5440
"Upper East Side North","Central Park",16,-73.9565551,40.7735649,-73.9741874,40.7711329,5430
"Upper East Side North","Midtown Center",12,-73.9565551,40.7735649,-73.9784137,40.7553676,5430
"Central Park","Upper East Side North",10,-73.9741874,40.7711329,-73.9565551,40.7735649,5410
"Lincoln Square East","Upper West Side North",8,-73.9844722,40.773828,-73.9753676,40.7870106,5390
"Lincoln Square East","Lincoln Square East",8,-73.9844722,40.773828,-73.9844722,40.773828,5340
"Yorkville East","Lenox Hill East",8,-73.9492079,40.7762231,-73.9602312,40.7662315,5340
"Midtown Center","Times Sq/Theatre District",18,-73.9784137,40.7553676,-73.9841274,40.7592686,5310
"Midtown Center","Upper East Side North",14,-73.9784137,40.7553676,-73.9565551,40.7735649,5310
"Lenox Hill East","Yorkville East",8,-73.9602312,40.7662315,-73.9492079,40.7762231,5270
"Bloomingdale","Upper West Side North",14,-73.9697795,40.7988958,-73.9753676,40.7870106,5260
"Garment District","Clinton East",18,-73.9916342,40.7547072,-73.9918181,40.7637581,5250
"Midtown Center","Upper East Side North",20,-73.9784137,40.7553676,-73.9565551,40.7735649,5250
"Garment District","Garment District",12,-73.9916342,40.7547072,-73.9916342,40.7547072,5230
"Penn Station/Madison Sq West","Midtown Center",8,-73.9880662,40.7433858,-73.9784137,40.7553676,5220
"Upper East Side North","Central Park",18,-73.9565551,40.7735649,-73.9741874,40.7711329,5180
"Lenox Hill East","Lenox Hill East",16,-73.9602312,40.7662315,-73.9602312,40.7662315,5170
"Midtown Center","Upper East Side North",12,-73.9784137,40.7553676,-73.9565551,40.7735649,5170
"Midtown East","Upper East Side North",18,-73.9668408,40.7540369,-73.9565551,40.7735649,5170
"Midtown Center","Garment District",8,-73.9784137,40.7553676,-73.9916342,40.7547072,5160
"Midtown Center","Midtown Center",14,-73.9784137,40.7553676,-73.9784137,40.7553676,5130
"Lenox Hill East","Midtown Center",10,-73.9602312,40.7662315,-73.9784137,40.7553676,5120
"Garment District","Garment District",10,-73.9916342,40.7547072,-73.9916342,40.7547072,5110
"Midtown Center","Midtown Center",10,-73.9784137,40.7553676,-73.9784137,40.7553676,5090
"Garment District","East Chelsea",8,-73.9916342,40.7547072,-74.0013737,40.7465004,5080
"Upper East Side North","Upper West Side North",12,-73.9565551,40.7735649,-73.9753676,40.7870106,5060
"Bloomingdale","Upper West Side North",12,-73.9697795,40.7988958,-73.9753676,40.7870106,5040
"Lincoln Square East","Central Park",12,-73.9844722,40.773828,-73.9741874,40.7711329,5040
"Upper West Side North","Upper East Side North",18,-73.9753676,40.7870106,-73.9565551,40.7735649,5040
"Midtown Center","Central Park",12,-73.9784137,40.7553676,-73.9741874,40.7711329,5020
"Garment District","Clinton East",20,-73.9916342,40.7547072,-73.9918181,40.7637581,4990
"Lenox Hill East","Upper East Side North",6,-73.9602312,40.7662315,-73.9565551,40.7735649,4970
"Upper East Side North","Upper West Side North",20,-73.9565551,40.7735649,-73.9753676,40.7870106,4960
"Upper East Side North","Lincoln Square East",16,-73.9565551,40.7735649,-73.9844722,40.773828,4950
"Upper East Side North","Lincoln Square East",18,-73.9565551,40.7735649,-73.9844722,40.773828,4930
"Upper East Side North","Midtown Center",14,-73.9565551,40.7735649,-73.9784137,40.7553676,4930
"Upper West Side North","Upper West Side North",8,-73.9753676,40.7870106,-73.9753676,40.7870106,4920
"Yorkville East","Midtown Center",8,-73.9492079,40.7762231,-73.9784137,40.7553676,4920
"Upper West Side North","Bloomingdale",20,-73.9753676,40.7870106,-73.9697795,40.7988958,4890
"Bloomingdale","Upper West Side North",8,-73.9697795,40.7988958,-73.9753676,40.7870106,4880
"Garment District","Garment District",14,-73.9916342,40.7547072,-73.9916342,40.7547072,4870
"Penn Station/Madison Sq West","Midtown Center",12,-73.9880662,40.7433858,-73.9784137,40.7553676,4870
"Lincoln Square East","Times Sq/Theatre District",8,-73.9844722,40.773828,-73.9841274,40.7592686,4860
"Midtown Center","Midtown Center",8,-73.9784137,40.7553676,-73.9784137,40.7553676,4850
"Midtown Center","Upper East Side North",16,-73.9784137,40.7553676,-73.9565551,40.7735649,4810
"Upper West Side North","Upper East Side North",16,-73.9753676,40.7870106,-73.9565551,40.7735649,4810
"Garment District","East Chelsea",18,-73.9916342,40.7547072,-74.0013737,40.7465004,4770
"Lincoln Square East","Upper East Side North",18,-73.9844722,40.773828,-73.9565551,40.7735649,4770
"Times Sq/Theatre District","Midtown Center",10,-73.9841274,40.7592686,-73.9784137,40.7553676,4770
"Garment District","Penn Station/Madison Sq West",8,-73.9916342,40.7547072,-73.9880662,40.7433858,4750
"Upper East Side North","Midtown East",10,-73.9565551,40.7735649,-73.9668408,40.7540369,4750
"Midtown East","Yorkville East",20,-73.9668408,40.7540369,-73.9492079,40.7762231,4740
"Garment District","Midtown Center",18,-73.9916342,40.7547072,-73.9784137,40.7553676,4730
"Garment District","Garment District",18,-73.9916342,40.7547072,-73.9916342,40.7547072,4710
"Times Sq/Theatre District","Upper West Side North",18,-73.9841274,40.7592686,-73.9753676,40.7870106,4700
"Midtown Center","Central Park",10,-73.9784137,40.7553676,-73.9741874,40.7711329,4690
"Times Sq/Theatre District","Upper West Side North",20,-73.9841274,40.7592686,-73.9753676,40.7870106,4690
"Midtown Center","Penn Station/Madison Sq West",12,-73.9784137,40.7553676,-73.9880662,40.7433858,4680
"Central Park","Upper East Side North",20,-73.9741874,40.7711329,-73.9565551,40.7735649,4660
"Lincoln Square East","Midtown Center",6,-73.9844722,40.773828,-73.9784137,40.7553676,4630
"Times Sq/Theatre District","Midtown Center",8,-73.9841274,40.7592686,-73.9784137,40.7553676,4630
"Garment District","East Chelsea",10,-73.9916342,40.7547072,-74.0013737,40.7465004,4620
"Lenox Hill East","Midtown East",10,-73.9602312,40.7662315,-73.9668408,40.7540369,4620
"Lincoln Square East","Central Park",8,-73.9844722,40.773828,-73.9741874,40.7711329,4620
"Yorkville East","Yorkville East",8,-73.9492079,40.7762231,-73.9492079,40.7762231,4620
"Lenox Hill East","Yorkville East",10,-73.9602312,40.7662315,-73.9492079,40.7762231,4600
"Upper East Side North","Upper West Side North",10,-73.9565551,40.7735649,-73.9753676,40.7870106,4600
"East Chelsea","Garment District",18,-74.0013737,40.7465004,-73.9916342,40.7547072,4590
"Central Park","Midtown Center",14,-73.9741874,40.7711329,-73.9784137,40.7553676,4570
"Lincoln Square East","Central Park",10,-73.9844722,40.773828,-73.9741874,40.7711329,4570
"Upper West Side North","Bloomingdale",12,-73.9753676,40.7870106,-73.9697795,40.7988958,4570
"Central Park","Midtown Center",10,-73.9741874,40.7711329,-73.9784137,40.7553676,4560
"Midtown Center","Times Sq/Theatre District",8,-73.9784137,40.7553676,-73.9841274,40.7592686,4540
"Midtown Center","Lenox Hill East",18,-73.9784137,40.7553676,-73.9602312,40.7662315,4530
"Upper East Side North","Lincoln Square East",14,-73.9565551,40.7735649,-73.9844722,40.773828,4530
"Garment District","Lincoln Square East",18,-73.9916342,40.7547072,-73.9844722,40.773828,4520
"Garment District","Midtown Center",16,-73.9916342,40.7547072,-73.9784137,40.7553676,4520
"Upper East Side North","Midtown Center",16,-73.9565551,40.7735649,-73.9784137,40.7553676,4500
"Times Sq/Theatre District","Lincoln Square East",12,-73.9841274,40.7592686,-73.9844722,40.773828,4490
"Midtown East","Midtown Center",8,-73.9668408,40.7540369,-73.9784137,40.7553676,4480
"Midtown East","Yorkville East",18,-73.9668408,40.7540369,-73.9492079,40.7762231,4480
"Garment District","Garment District",20,-73.9916342,40.7547072,-73.9916342,40.7547072,4460
"Times Sq/Theatre District","Upper West Side North",22,-73.9841274,40.7592686,-73.9753676,40.7870106,4450
"Lenox Hill East","Lincoln Square East",18,-73.9602312,40.7662315,-73.9844722,40.773828,4440
"Lincoln Square East","Midtown Center",10,-73.9844722,40.773828,-73.9784137,40.7553676,4440
"Lincoln Square East","Upper East Side North",20,-73.9844722,40.773828,-73.9565551,40.7735649,4440
"Lenox Hill East","Midtown Center",12,-73.9602312,40.7662315,-73.9784137,40.7553676,4410
"Times Sq/Theatre District","Lincoln Square East",14,-73.9841274,40.7592686,-73.9844722,40.773828,4400
"Clinton East","Garment District",18,-73.9918181,40.7637581,-73.9916342,40.7547072,4390
"Midtown Center","Penn Station/Madison Sq West",14,-73.9784137,40.7553676,-73.9880662,40.7433858,4370
"Midtown Center","Times Sq/Theatre District",12,-73.9784137,40.7553676,-73.9841274,40.7592686,4370
"Garment District","Times Sq/Theatre District",22,-73.9916342,40.7547072,-73.9841274,40.7592686,4360
"Midtown Center","Central Park",14,-73.9784137,40.7553676,-73.9741874,40.7711329,4360
"Midtown Center","Yorkville East",20,-73.9784137,40.7553676,-73.9492079,40.7762231,4360
"Penn Station/Madison Sq West","Midtown Center",14,-73.9880662,40.7433858,-73.9784137,40.7553676,4360
"Times Sq/Theatre District","Midtown Center",18,-73.9841274,40.7592686,-73.9784137,40.7553676,4340
"Garment District","East Chelsea",6,-73.9916342,40.7547072,-74.0013737,40.7465004,4320
"Lincoln Square East","Central Park",14,-73.9844722,40.773828,-73.9741874,40.7711329,4300
"Times Sq/Theatre District","Clinton East",18,-73.9841274,40.7592686,-73.9918181,40.7637581,4300
"Upper East Side North","Upper East Side North",6,-73.9565551,40.7735649,-73.9565551,40.7735649,4290
"Garment District","Midtown Center",20,-73.9916342,40.7547072,-73.9784137,40.7553676,4280
"Midtown Center","Garment District",22,-73.9784137,40.7553676,-73.9916342,40.7547072,4280
"Midtown East","Upper East Side North",20,-73.9668408,40.7540369,-73.9565551,40.7735649,4280
"Central Park","Lincoln Square East",14,-73.9741874,40.7711329,-73.9844722,40.773828,4270
"Lincoln Square East","Bloomingdale",18,-73.9844722,40.773828,-73.9697795,40.7988958,4270
"Lincoln Square East","Times Sq/Theatre District",12,-73.9844722,40.773828,-73.9841274,40.7592686,4270
"Garment District","Flatiron",8,-73.9916342,40.7547072,-73.9896986,40.7410605,4260
"Midtown East","Lenox Hill East",18,-73.9668408,40.7540369,-73.9602312,40.7662315,4260
"Lincoln Square East","Clinton East",20,-73.9844722,40.773828,-73.9918181,40.7637581,4250
"Midtown Center","Upper East Side North",10,-73.9784137,40.7553676,-73.9565551,40.7735649,4250
"Midtown Center","Penn Station/Madison Sq West",18,-73.9784137,40.7553676,-73.9880662,40.7433858,4240
"Times Sq/Theatre District","Midtown Center",20,-73.9841274,40.7592686,-73.9784137,40.7553676,4240
"Penn Station/Madison Sq West","Midtown Center",10,-73.9880662,40.7433858,-73.9784137,40.7553676,4230
"Lenox Hill East","Lenox Hill East",6,-73.9602312,40.7662315,-73.9602312,40.7662315,4220
"Midtown Center","Times Sq/Theatre District",10,-73.9784137,40.7553676,-73.9841274,40.7592686,4200
"Garment District","Clinton East",22,-73.9916342,40.7547072,-73.9918181,40.7637581,4190
"Upper West Side North","Upper East Side North",8,-73.9753676,40.7870106,-73.9565551,40.7735649,4180
"Midtown East","Lenox Hill East",10,-73.9668408,40.7540369,-73.9602312,40.7662315,4170
"Midtown East","Lenox Hill East",12,-73.9668408,40.7540369,-73.9602312,40.7662315,4170
"Clinton East","Garment District",8,-73.9918181,40.7637581,-73.9916342,40.7547072,4160
"Central Park","Midtown Center",18,-73.9741874,40.7711329,-73.9784137,40.7553676,4150
"Times Sq/Theatre District","Midtown Center",22,-73.9841274,40.7592686,-73.9784137,40.7553676,4140
"Upper East Side North","Upper West Side North",8,-73.9565551,40.7735649,-73.9753676,40.7870106,4140
"Clinton East","Garment District",20,-73.9918181,40.7637581,-73.9916342,40.7547072,4130
"Upper East Side North","Lincoln Square East",12,-73.9565551,40.7735649,-73.9844722,40.773828,4120
"Clinton East","Lincoln Square East",18,-73.9918181,40.7637581,-73.9844722,40.773828,4110
"Lenox Hill East","Central Park",12,-73.9602312,40.7662315,-73.9741874,40.7711329,4110
"Lincoln Square East","Upper East Side North",12,-73.9844722,40.773828,-73.9565551,40.7735649,4110
"Yorkville East","Midtown East",8,-73.9492079,40.7762231,-73.9668408,40.7540369,4110
"Central Park","Lincoln Square East",16,-73.9741874,40.7711329,-73.9844722,40.773828,4100
"Garment District","East Chelsea",12,-73.9916342,40.7547072,-74.0013737,40.7465004,4100
"Lincoln Square East","Upper East Side North",14,-73.9844722,40.773828,-73.9565551,40.7735649,4090
