"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n"
"Midtown Center","Penn Station/Madison Sq West",10,-73.9784137,40.7553676,-73.9880662,40.7433858,4090
"Murray Hill","Midtown Center",8,-73.9756567,40.7478792,-73.9784137,40.7553676,4060
"Lenox Hill East","Midtown Center",14,-73.9602312,40.7662315,-73.9784137,40.7553676,4050
"Upper West Side North","Upper East Side North",20,-73.9753676,40.7870106,-73.9565551,40.7735649,4050
"East Chelsea","East Chelsea",8,-74.0013737,40.7465004,-74.0013737,40.7465004,4040
"Garment District","Clinton East",10,-73.9916342,40.7547072,-73.9918181,40.7637581,4040
"Lenox Hill East","Midtown East",18,-73.9602312,40.7662315,-73.9668408,40.7540369,4040
"Lenox Hill East","Yorkville East",22,-73.9602312,40.7662315,-73.9492079,40.7762231,4040
"Times Sq/Theatre District","Midtown Center",16,-73.9841274,40.7592686,-73.9784137,40.7553676,4040
"Central Park","Midtown Center",8,-73.9741874,40.7711329,-73.9784137,40.7553676,4030
"Garment District","Clinton East",12,-73.9916342,40.7547072,-73.9918181,40.7637581,4030
"East Chelsea","East Chelsea",18,-74.0013737,40.7465004,-74.0013737,40.7465004,4010
"Lincoln Square East","Upper East Side North",10,-73.9844722,40.773828,-73.9565551,40.7735649,4010
"Central Park","Upper West Side North",18,-73.9741874,40.7711329,-73.9753676,40.7870106,4000
"Lincoln Square East","Clinton East",16,-73.9844722,40.773828,-73.9918181,40.7637581,3990
"Upper West Side North","Yorkville East",18,-73.9753676,40.7870106,-73.9492079,40.7762231,3990
"Lenox Hill East","Central Park",10,-73.9602312,40.7662315,-73.9741874,40.7711329,3980
"Garment District","East Chelsea",14,-73.9916342,40.7547072,-74.0013737,40.7465004,3970
"Lenox Hill East","Central Park",8,-73.9602312,40.7662315,-73.9741874,40.7711329,3970
"Lincoln Square East","Times Sq/Theatre District",6,-73.9844722,40.773828,-73.9841274,40.7592686,3970
"Central Park","Lenox Hill East",18,-73.9741874,40.7711329,-73.9602312,40.7662315,3960
"Clinton East","Garment District",22,-73.9918181,40.7637581,-73.9916342,40.7547072,3960
"Lincoln Square East","Central Park",18,-73.9844722,40.773828,-73.9741874,40.7711329,3960
"Bloomingdale","Upper West Side North",20,-73.9697795,40.7988958,-73.9753676,40.7870106,3950
"Midtown Center","Lincoln Square East",18,-73.9784137,40.7553676,-73.9844722,40.773828,3950
"Upper East Side North","Midtown East",12,-73.9565551,40.7735649,-73.9668408,40.7540369,3940
"East Chelsea","Garment District",20,-74.0013737,40.7465004,-73.9916342,40.7547072,3930
"Midtown Center","Lenox Hill East",12,-73.9784137,40.7553676,-73.9602312,40.7662315,3930
"Times Sq/Theatre District","Upper East Side North",18,-73.9841274,40.7592686,-73.9565551,40.7735649,3930
"East Chelsea","Garment District",16,-74.0013737,40.7465004,-73.9916342,40.7547072,3920
"Lenox Hill East","Midtown East",12,-73.9602312,40.7662315,-73.9668408,40.7540369,3920
"Lincoln Square East","Times Sq/Theatre District",10,-73.9844722,40.773828,-73.9841274,40.7592686,3910
"Central Park","Midtown Center",16,-73.9741874,40.7711329,-73.9784137,40.7553676,3900
"Lincoln Square East","Bloomingdale",20,-73.9844722,40.773828,-73.9697795,40.7988958,3900
"Penn Station/Madison Sq West","Midtown Center",16,-73.9880662,40.7433858,-73.9784137,40.7553676,3900
"Midtown Center","Lenox Hill East",14,-73.9784137,40.7553676,-73.9602312,40.7662315,3880
"Midtown Center","Penn Station/Madison Sq West",16,-73.9784137,40.7553676,-73.9880662,40.7433858,3880
"Yorkville East","Yorkville East",22,-73.9492079,40.7762231,-73.9492079,40.7762231,3880
"Garment District","Clinton East",14,-73.9916342,40.7547072,-73.9918181,40.7637581,3870
"Penn Station/Madison Sq West","Garment District",20,-73.9880662,40.7433858,-73.9916342,40.7547072,3870
"Clinton East","Garment District",12,-73.9918181,40.7637581,-73.9916342,40.7547072,3850
"Lenox Hill East","Midtown East",14,-73.9602312,40.7662315,-73.9668408,40.7540369,3840
"Times Sq/Theatre District","Times Sq/Theatre District",12,-73.9841274,40.7592686,-73.9841274,40.7592686,3820
"Central Park","Lincoln Square East",12,-73.9741874,40.7711329,-73.9844722,40.773828,3810
"Lincoln Square East","Lincoln Square East",22,-73.9844722,40.773828,-73.9844722,40.773828,3810
"Midtown Center","Upper East Side North",22,-73.9784137,40.7553676,-73.9565551,40.7735649,3810
"Midtown Center","Yorkville East",22,-73.9784137,40.7553676,-73.9492079,40.7762231,3810
"Times Sq/Theatre District","Upper East Side North",20,-73.9841274,40.7592686,-73.9565551,40.7735649,3810
"Midtown Center","Central Park",8,-73.9784137,40.7553676,-73.9741874,40.7711329,3790
"Yorkville East","Lenox Hill East",6,-73.9492079,40.7762231,-73.9602312,40.7662315,3790
"East Chelsea","Garment District",14,-74.0013737,40.7465004,-73.9916342,40.7547072,3750
"Kips Bay","Midtown Center",8,-73.9800645,40.7423292,-73.9784137,40.7553676,3750
"Lincoln Square East","Times Sq/Theatre District",14,-73.9844722,40.773828,-73.9841274,40.7592686,3750
"Times Sq/Theatre District","Clinton East",20,-73.9841274,40.7592686,-73.9918181,40.7637581,3750
"Times Sq/Theatre District","Midtown Center",12,-73.9841274,40.7592686,-73.9784137,40.7553676,3750
"Clinton East","Garment District",10,-73.9918181,40.7637581,-73.9916342,40.7547072,3740
"Garment District","Garment District",16,-73.9916342,40.7547072,-73.9916342,40.7547072,3740
"East Elmhurst","Times Sq/Theatre District",14,-73.8713099,40.7737505,-73.9841274,40.7592686,3730
"Lincoln Square East","Garment District",18,-73.9844722,40.773828,-73.9916342,40.7547072,3730
"Midtown Center","Midtown North",12,-73.9784137,40.7553676,-73.9840195,40.7549309,3720
"Midtown East","Midtown Center",12,-73.9668408,40.7540369,-73.9784137,40.7553676,3720
"Times Sq/Theatre District","Midtown Center",14,-73.9841274,40.7592686,-73.9784137,40.7553676,3720
"Times Sq/Theatre District","Times Sq/Theatre District",20,-73.9841274,40.7592686,-73.9841274,40.7592686,3720
"Central Park","Lenox Hill East",14,-73.9741874,40.7711329,-73.9602312,40.7662315,3710
"Yorkville East","Lenox Hill East",20,-73.9492079,40.7762231,-73.9602312,40.7662315,3710
"Clinton East","Garment District",14,-73.9918181,40.7637581,-73.9916342,40.7547072,3700
"Midtown Center","Yorkville East",18,-73.9784137,40.7553676,-73.9492079,40.7762231,3700
"Midtown East","Lenox Hill East",20,-73.9668408,40.7540369,-73.9602312,40.7662315,3700
"Garment District","East Chelsea",20,-73.9916342,40.7547072,-74.0013737,40.7465004,3690
"Garment District","Lincoln Square East",20,-73.9916342,40.7547072,-73.9844722,40.773828,3690
"Midtown Center","Penn Station/Madison Sq West",20,-73.9784137,40.7553676,-73.9880662,40.7433858,3680
"Midtown East","Upper East Side North",14,-73.9668408,40.7540369,-73.9565551,40.7735649,3680
"Midtown East","Upper East Side North",12,-73.9668408,40.7540369,-73.9565551,40.7735649,3670
"East Chelsea","Garment District",22,-74.0013737,40.7465004,-73.9916342,40.7547072,3660
"East Elmhurst","Times Sq/Theatre District",12,-73.8713099,40.7737505,-73.9841274,40.7592686,3660
"Garment District","Midtown North",8,-73.9916342,40.7547072,-73.9840195,40.7549309,3660
"Times Sq/Theatre District","Times Sq/Theatre District",22,-73.9841274,40.7592686,-73.9841274,40.7592686,3660
"Central Park","Times Sq/Theatre District",18,-73.9741874,40.7711329,-73.9841274,40.7592686,3650
"Flatiron","Garment District",18,-73.9896986,40.7410605,-73.9916342,40.7547072,3650
"Lincoln Square East","Bloomingdale",16,-73.9844722,40.773828,-73.9697795,40.7988958,3650
"East Elmhurst","Times Sq/Theatre District",10,-73.8713099,40.7737505,-73.9841274,40.7592686,3640
"Penn Station/Madison Sq West","Garment District",18,-73.9880662,40.7433858,-73.9916342,40.7547072,3640
"Lincoln Square East","Bloomingdale",14,-73.9844722,40.773828,-73.9697795,40.7988958,3630
"Midtown Center","Midtown Center",18,-73.9784137,40.7553676,-73.9784137,40.7553676,3630
"Upper West Side North","Bloomingdale",10,-73.9753676,40.7870106,-73.9697795,40.7988958,3630
"Lenox Hill East","Lenox Hill East",20,-73.9602312,40.7662315,-73.9602312,40.7662315,3620
"Midtown East","Lenox Hill East",8,-73.9668408,40.7540369,-73.9602312,40.7662315,3620
"Central Park","Lenox Hill East",12,-73.9741874,40.7711329,-73.9602312,40.7662315,3610
"Central Park","Yorkville East",18,-73.9741874,40.7711329,-73.9492079,40.7762231,3600
"Lincoln Square East","Clinton East",12,-73.9844722,40.773828,-73.9918181,40.7637581,3600
"Upper East Side North","Midtown East",14,-73.9565551,40.7735649,-73.9668408,40.7540369,3600
"Upper West Side North","Lincoln Square East",22,-73.9753676,40.7870106,-73.9844722,40.773828,3590
"East Chelsea","Garment District",8,-74.0013737,40.7465004,-73.9916342,40.7547072,3580
"Midtown East","Midtown Center",10,-73.9668408,40.7540369,-73.9784137,40.7553676,3580
"Penn Station/Madison Sq West","Midtown Center",6,-73.9880662,40.7433858,-73.9784137,40.7553676,3580
"East Chelsea","East Chelsea",10,-74.0013737,40.7465004,-74.0013737,40.7465004,3570
"East Chelsea","Garment District",12,-74.0013737,40.7465004,-73.9916342,40.7547072,3570
"Garment District","East Chelsea",16,-73.9916342,40.7547072,-74.0013737,40.7465004,3570
"Times Sq/Theatre District","Times Sq/Theatre District",14,-73.9841274,40.7592686,-73.9841274,40.7592686,3560
"Garment District","Clinton East",8,-73.9916342,40.7547072,-73.9918181,40.7637581,3550
"Lincoln Square East","Times Sq/Theatre District",16,-73.9844722,40.773828,-73.9841274,40.7592686,3550
"Upper East Side North","Yorkville East",6,-73.9565551,40.7735649,-73.9492079,40.7762231,3550
"Lincoln Square East","Central Park",16,-73.9844722,40.773828,-73.9741874,40.7711329,3540
"Midtown East","Lenox Hill East",14,-73.9668408,40.7540369,-73.9602312,40.7662315,3530
"Midtown Center","Times Sq/Theatre District",6,-73.9784137,40.7553676,-73.9841274,40.7592686,3520
"Times Sq/Theatre District","Clinton East",22,-73.9841274,40.7592686,-73.9918181,40.7637581,3520
"Times Sq/Theatre District","Yorkville East",22,-73.9841274,40.7592686,-73.9492079,40.7762231,3510
"Far Rockaway","Far Rockaway",4,-73.7448437,40.5998931,-73.7448437,40.5998931,3500
"Lenox Hill East","Lincoln Square East",16,-73.9602312,40.7662315,-73.9844722,40.773828,3500
"Midtown Center","Lenox Hill East",20,-73.9784137,40.7553676,-73.9602312,40.7662315,3500
"Central Park","Upper East Side North",8,-73.9741874,40.7711329,-73.9565551,40.7735649,3490
"Garment District","Midtown North",6,-73.9916342,40.7547072,-73.9840195,40.7549309,3490
"Lincoln Square East","Upper East Side North",22,-73.9844722,40.773828,-73.9565551,40.7735649,3490
"Lincoln Square East","Yorkville East",20,-73.9844722,40.773828,-73.9492079,40.7762231,3490
"Garment District","Lincoln Square East",12,-73.9916342,40.7547072,-73.9844722,40.773828,3480
"Garment District","Midtown Center",22,-73.9916342,40.7547072,-73.9784137,40.7553676,3480
"Garment District","Penn Station/Madison Sq West",6,-73.9916342,40.7547072,-73.9880662,40.7433858,3480
"Upper East Side North","Upper East Side North",22,-73.9565551,40.7735649,-73.9565551,40.7735649,3480
"Garment District","East Chelsea",22,-73.9916342,40.7547072,-74.0013737,40.7465004,3460
"Lincoln Square East","Clinton East",14,-73.9844722,40.773828,-73.9918181,40.7637581,3460
"Midtown Center","Midtown Center",16,-73.9784137,40.7553676,-73.9784137,40.7553676,3460
"Garment District","Penn Station/Madison Sq West",10,-73.9916342,40.7547072,-73.9880662,40.7433858,3450
"Lenox Hill East","Midtown Center",18,-73.9602312,40.7662315,-73.9784137,40.7553676,3450
"Midtown East","Yorkville East",22,-73.9668408,40.7540369,-73.9492079,40.7762231,3450
"Penn Station/Madison Sq West","Times Sq/Theatre District",18,-73.9880662,40.7433858,-73.9841274,40.7592686,3440
"Times Sq/Theatre District","Times Sq/Theatre District",16,-73.9841274,40.7592686,-73.9841274,40.7592686,3440
"Times Sq/Theatre District","Upper East Side North",22,-73.9841274,40.7592686,-73.9565551,40.7735649,3440
"Central Park","Lincoln Square East",20,-73.9741874,40.7711329,-73.9844722,40.773828,3430
"Lenox Hill East","Central Park",14,-73.9602312,40.7662315,-73.9741874,40.7711329,3430
"Lincoln Square East","Upper East Side North",16,-73.9844722,40.773828,-73.9565551,40.7735649,3430
"Lincoln Square East","Lenox Hill East",20,-73.9844722,40.773828,-73.9602312,40.7662315,3410
"Times Sq/Theatre District","East Elmhurst",14,-73.9841274,40.7592686,-73.8713099,40.7737505,3410
"Upper East Side North","Times Sq/Theatre District",8,-73.9565551,40.7735649,-73.9841274,40.7592686,3410
"Lenox Hill East","Central Park",16,-73.9602312,40.7662315,-73.9741874,40.7711329,3400
"Yorkville East","Upper West Side North",18,-73.9492079,40.7762231,-73.9753676,40.7870106,3400
"Midtown Center","East Elmhurst",14,-73.9784137,40.7553676,-73.8713099,40.7737505,3390
"Lincoln Square East","Garment District",14,-73.9844722,40.773828,-73.9916342,40.7547072,3360
"Midtown Center","Lincoln Square East",20,-73.9784137,40.7553676,-73.9844722,40.773828,3360
"Midtown Center","Times Sq/Theatre District",14,-73.9784137,40.7553676,-73.9841274,40.7592686,3360
"Upper East Side North","Midtown Center",18,-73.9565551,40.7735649,-73.9784137,40.7553676,3360
"Bloomingdale","Lincoln Square East",18,-73.9697795,40.7988958,-73.9844722,40.773828,3350
"Midtown East","Murray Hill",20,-73.9668408,40.7540369,-73.9756567,40.7478792,3350
"Midtown East","Upper East Side North",10,-73.9668408,40.7540369,-73.9565551,40.7735649,3350
"Midtown East","Upper East Side North",16,-73.9668408,40.7540369,-73.9565551,40.7735649,3350
"Murray Hill","Penn Station/Madison Sq West",8,-73.9756567,40.7478792,-73.9880662,40.7433858,3350
"Penn Station/Madison Sq West","Midtown Center",18,-73.9880662,40.7433858,-73.9784137,40.7553676,3350
"Penn Station/Madison Sq West","Times Sq/Theatre District",22,-73.9880662,40.7433858,-73.9841274,40.7592686,3350
"Times Sq/Theatre District","Garment District",6,-73.9841274,40.7592686,-73.9916342,40.7547072,3350
"Central Park","Central Park",12,-73.9741874,40.7711329,-73.9741874,40.7711329,3340
"Midtown Center","Lenox Hill East",16,-73.9784137,40.7553676,-73.9602312,40.7662315,3340
"Upper West Side North","Bloomingdale",22,-73.9753676,40.7870106,-73.9697795,40.7988958,3340
"East Chelsea","Garment District",10,-74.0013737,40.7465004,-73.9916342,40.7547072,3330
"JFK Airport","Times Sq/Theatre District",14,-73.7781391,40.6413111,-73.9841274,40.7592686,3330
"Midtown East","Murray Hill",18,-73.9668408,40.7540369,-73.9756567,40.7478792,3330
"Upper West Side North","Central Park",14,-73.9753676,40.7870106,-73.9741874,40.7711329,3330
"Murray Hill","Midtown East",8,-73.9756567,40.7478792,-73.9668408,40.7540369,3320
"Upper West Side North","Yorkville East",16,-73.9753676,40.7870106,-73.9492079,40.7762231,3320
"Yorkville East","Yorkville East",6,-73.9492079,40.7762231,-73.9492079,40.7762231,3320
"Central Park","Central Park",14,-73.9741874,40.7711329,-73.9741874,40.7711329,3310
"Garment District","Murray Hill",20,-73.9916342,40.7547072,-73.9756567,40.7478792,3310
"Midtown Center","Garment District",6,-73.9784137,40.7553676,-73.9916342,40.7547072,3310
"Penn Station/Madison Sq West","Midtown Center",20,-73.9880662,40.7433858,-73.9784137,40.7553676,3310
"Times Sq/Theatre District","East Elmhurst",12,-73.9841274,40.7592686,-73.8713099,40.7737505,3310
"Garment District","Central Park",12,-73.9916342,40.7547072,-73.9741874,40.7711329,3300
"Lincoln Square East","Times Sq/Theatre District",20,-73.9844722,40.773828,-73.9841274,40.7592686,3300
"Clinton East","Clinton East",18,-73.9918181,40.7637581,-73.9918181,40.7637581,3290
"Lenox Hill East","Central Park",18,-73.9602312,40.7662315,-73.9741874,40.7711329,3290
"Murray Hill","Midtown Center",6,-73.9756567,40.7478792,-73.9784137,40.7553676,3290
"Upper East Side North","Lenox Hill East",22,-73.9565551,40.7735649,-73.9602312,40.7662315,3290
"Garment District","Kips Bay",6,-73.9916342,40.7547072,-73.9800645,40.7423292,3280
"Garment District","Yorkville East",20,-73.9916342,40.7547072,-73.9492079,40.7762231,3270
"Lincoln Square East","Garment District",22,-73.9844722,40.773828,-73.9916342,40.7547072,3270
"Lincoln Square East","Times Sq/Theatre District",22,-73.9844722,40.773828,-73.9841274,40.7592686,3270
"Upper East Side North","Lincoln Square East",10,-73.9565551,40.7735649,-73.9844722,40.773828,3270
"East Chelsea","Clinton East",20,-74.0013737,40.7465004,-73.9918181,40.7637581,3260
"Garment District","Central Park",10,-73.9916342,40.7547072,-73.9741874,40.7711329,3260
"Garment District","Clinton East",6,-73.9916342,40.7547072,-73.9918181,40.7637581,3260
"Garment District","Garment District",22,-73.9916342,40.7547072,-73.9916342,40.7547072,3260
"Lincoln Square East","Garment District",10,-73.9844722,40.773828,-73.9916342,40.7547072,3260
"Times Sq/Theatre District","Garment District",0,-73.9841274,40.7592686,-73.9916342,40.7547072,3260
"Lincoln Square East","Midtown Center",12,-73.9844722,40.773828,-73.9784137,40.7553676,3250
"Times Sq/Theatre District","Central Park",18,-73.9841274,40.7592686,-73.9741874,40.7711329,3250
"Upper East Side North","Midtown East",16,-73.9565551,40.7735649,-73.9668408,40.7540369,3250
"Upper East Side North","Midtown East",18,-73.9565551,40.7735649,-73.9668408,40.7540369,3250
"Central Park","Lenox Hill East",10,-73.9741874,40.7711329,-73.9602312,40.7662315,3240
"Kips Bay","Midtown Center",6,-73.9800645,40.7423292,-73.9784137,40.7553676,3240
